Category,Keyword,Tweet_Website,Author_Name,Author_Web_Page_URL,UTC_Time,Tweet_Content,Tweet_Image_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
Post&amp;Comment,Pro Palestine,https://twitter.com/alastairdick/status/1721713623859372242,A K D#StandUp4Brexit(Watching Brief),https://twitter.com/alastairdick,2023-11-07T02:18:10.000Z,Humza Yousaf backs pro-Palestine protest on Remembrance Day,https://pbs.twimg.com/card_img/1721548260320399360/8aQcsBH4?format=jpg&name=small,False,234,153,134,14K
Post&amp;Comment,Pro Palestine,https://twitter.com/MadocCairns/status/1720488186646851613,madoc cairns | wsjDavid Adler,https://twitter.com/MadocCairns,2023-11-03T17:08:43.000Z,The endgame of the campaign to whip up hysteria over protests for a ceasefire (the opinion of 3/4 of the UK public) is the state suppression of pro-Palestine protests we’re seeing in France & Germany. It is an attack on basic civil liberties as well as an offence to common sense,https://pbs.twimg.com/media/F-Bm4eLX0AA-OYF?format=jpg&name=360x360;https://pbs.twimg.com/media/F-Bm4eMWwAEi0Oj?format=jpg&name=360x360;https://pbs.twimg.com/media/F-Bm4eRWcAAGfYD?format=jpg&name=360x360;https://pbs.twimg.com/media/F-Bm4eKWEAAyoVt?format=jpg&name=small;https://pbs.twimg.com/media/F-BOdExXEAAB18u?format=jpg&name=240x240,False,4,48,160,14K
Post&amp;Comment,Pro Palestine,https://twitter.com/WildPalmsLtd/status/1721683273426829456,𝕃𝕠𝕔𝕦𝕥𝕦𝕤 𝕠𝕗 𝔹𝕠𝕣𝕘™,https://twitter.com/WildPalmsLtd,2023-11-07T00:17:34.000Z,"It's so sad watching has-beens trying to reclaim relevance. Trading on Angelina Jolie's celebrity Jon Voight released a video rant about the war in Gaza, ""God's land"". #ResistanceUnited#ProudBlue  #wtpBLUE #DemVoice1",https://pbs.twimg.com/card_img/1721641454789885952/-0yagAnh?format=jpg&name=small,False,3,24,28,1.1K
Post&amp;Comment,Pro Palestine,https://twitter.com/matttttt187/status/1720925511579267425,{Matt} $XRPatriotReloadR A W S A L E R T S,https://twitter.com/matttttt187,2023-11-04T22:06:29.000Z,"Wow#BREAKING: Massive Pro-Palestine protest Takes Over Washington DC, Demonstrating Against US Support for Israel#Washington | #DC Currently Happening Thousands of Pro-Palestine supporters have gathered today, taking over Washington, D.C., to march and protest against…",https://pbs.twimg.com/amplify_video_thumb/1720922978274234368/img/P8OdriRncnXzYkM6?format=jpg&name=120x120,False,10,39,71,20K
Post&amp;Comment,Pro Palestine,https://twitter.com/JosephPagani/status/1720925321891836255,Joe Pagani Juliet MosesReload,https://twitter.com/JosephPagani,2023-11-04T22:05:44.000Z,This is mind boggling. Twyford is one of the staunchest pro-Palestine MPs in NZ. He gave a speech supporting Palestine and criticising Israel. And he needs a police escort purely because he said Hamas’s terror attacks were wrong.,,False,13,18,116,9.3K
Post&amp;Comment,Pro Palestine,https://twitter.com/ItRecks/status/1721971090119913673,T-Rexit! ,https://twitter.com/ItRecks,2023-11-07T19:21:15.000Z,"Public Disorder League - Protest Cup First LegMET Police 1HM Gov 0No grounds to ban pro-Palestine march in London on Armistice Day, Met believes",https://pbs.twimg.com/card_img/1721953710031462401/4aBxU4xK?format=jpg&name=small,False,4,5,25,602
Post&amp;Comment,Pro Palestine,https://twitter.com/SandyofSuffolk/status/1721893270954074576,Sandy Tregent,https://twitter.com/SandyofSuffolk,2023-11-07T14:12:01.000Z,Think you've got your descriptions the wrong way round.It's the pro-Palestine hooligans who will clash with patriots protesting.You're welcome.,,False,15,61,971,17K
Post&amp;Comment,Pro Palestine,https://twitter.com/DominicFarrell/status/1721779423651737649,Dominic Farrell,https://twitter.com/DominicFarrell,2023-11-07T06:39:38.000Z,50% of the groups organising the hate march on Armistice Day have links to terrorist group Hamas.I would remind ⁦@metpoliceuk⁩ that Hamas is a proscribed organisation. There’s no need to beg them not to march (£),https://pbs.twimg.com/card_img/1721657253432840192/nvVBfQz-?format=jpg&name=small,False,60,606,1.8K,28K
Post&amp;Comment,Pro Palestine,https://twitter.com/BrexitPirates/status/1721616059839435061,Brexit Pirates,https://twitter.com/BrexitPirates,2023-11-06T19:50:29.000Z,"It's not appropriate to commit war crimes at the expense of thousands of civilian lives, either.If the weekend of Armistice ceremonies in the UK is not an appropriate time to stand up and demand an end to Netanyahu's genocide in Gaza, when is?",https://pbs.twimg.com/card_img/1721581982356840448/GfqKawt7?format=jpg&name=small,False,3,12,26,703
Post&amp;Comment,Pro Palestine,https://twitter.com/MiddleEastEye/status/1721068648851292480,Middle East Eye,https://twitter.com/MiddleEastEye,2023-11-05T07:35:16.000Z,"LIVE DAY 30 #IsraelPalestinewar   - Israel bombs al-Maghazi camp, killing 51- Gaza death toll reaches 9,572- 105 medical facilities 'deliberately targeted'- Huge pro-Palestine protests held in London and WashingtonFollow our live updates https://middleeasteye.net/news/israel-palestine-live-gaza-hamas-war-invasion…",https://pbs.twimg.com/media/F-J2yO9WIAEsmQ6?format=jpg&name=small,False,43,598,761,158K
Post&amp;Comment,Pro Palestine,https://twitter.com/slionshekh/status/1721090125718057312,Lion Shekh,https://twitter.com/slionshekh,2023-11-05T09:00:36.000Z,Largest ever pro-Palestine rally in U.S. history in Washington D.C. Today. Allahu Akbar Arab Israel Tlaib#CeasefireForGazaNOW #Iraq #StopArmingIsrael #Arab Netanyahu #اسرائیل #GazaGenocideWhite House #ابو_عبيدة #حزب_اللTaiwan Hamas NATO Dubai #Genocide_in_Gaza #ولعت…,,False,162,462,1K,166K
Post&amp;Comment,Pro Palestine,https://twitter.com/AlexDillard1917/status/1720067767045398782,American Marxist-Leninist,https://twitter.com/AlexDillard1917,2023-11-02T13:18:07.000Z,"What your position on Ukraine/Palestine says about your politics: you’re either an anarchist, a social democrat, or a pro Ukraine white nationalist you’re either a Marxist Leninist or populist",,False,3,3,27,737
Post&amp;Comment,Pro Palestine,https://twitter.com/STWuk/status/1721966847765913913,Stop the War,https://twitter.com/STWuk,2023-11-07T19:04:23.000Z,No Grounds To Ban Pro-Palestine March in London on #ArmisticeDay Let's pack the streets of London on Saturday to call for an immediate ceasefire & justice for the Palestinian people! Be there.#WeWillMarch #CeasefireNow #PeaceNow,https://pbs.twimg.com/card_img/1721953710031462401/4aBxU4xK?format=jpg&name=small,False,49,288,562,40K
Post&amp;Comment,Pro Palestine,https://twitter.com/Never_Labour/status/1720536974920929542,Conservative Movement ,https://twitter.com/Never_Labour,2023-11-03T20:22:35.000Z,Poll@RishiSunak has given the green light to the Pro Palestine/Hamas terrorist marches during the most sacred day in the UK calendar. Is Rishi Sunak correct in allowing the marches?,,False,21,169,68,2.8K
Post&amp;Comment,Pro Palestine,https://twitter.com/Luighseach/status/1721082272340713903,Lucy Keaveney,https://twitter.com/Luighseach,2023-11-05T08:29:24.000Z,"Nobel Peace Prize winner, @maireadmaguire_    has called for the Genocide Convention to be  invoked against Israel for its actions against Palestine & its breach of human rights at a rally at a rally held in Belfast.",https://pbs.twimg.com/card_img/1720888801533284352/wX7gg_CY?format=jpg&name=small,False,2,10,55,1.7K
Post&amp;Comment,Pro Palestine,https://twitter.com/Ennnnnn_666/status/1720877825157120395,Ennnnnn _FreePalestineAsianet News,https://twitter.com/Ennnnnn_666,2023-11-04T18:57:00.000Z,Chrisanghi @vinuvjohn literally called pro-palestine malayalees communal thugs. Bitch I challenge you . Make us stop. I would like to see it,,False,5,28,108,2.7K
Post&amp;Comment,Pro Palestine,https://twitter.com/slionshekh/status/1721090125718057312,Lion ShekhReload,https://twitter.com/slionshekh,2023-11-05T09:00:36.000Z,Largest ever pro-Palestine rally in U.S. history in Washington D.C. Today. Allahu Akbar Arab Israel Tlaib#CeasefireForGazaNOW #Iraq #StopArmingIsrael #Arab Netanyahu #اسرائیل #GazaGenocideWhite House #ابو_عبيدة #حزب_اللTaiwan Hamas NATO Dubai #Genocide_in_Gaza #ولعت…,,False,162,462,1K,166K
Post&amp;Comment,Pro Palestine,https://twitter.com/Ennnnnn_666/status/1720877825157120395,Ennnnnn _FreePalestineAsianet NewsReload,https://twitter.com/Ennnnnn_666,2023-11-04T18:57:00.000Z,Chrisanghi @vinuvjohn literally called pro-palestine malayalees communal thugs. Bitch I challenge you . Make us stop. I would like to see it,,False,5,28,108,2.7K
Post&amp;Comment,Pro Palestine,https://twitter.com/cholatera/status/1721898761386078306,Chris E,https://twitter.com/cholatera,2023-11-07T14:33:50.000Z,This is what our country has become. A pensioner veteran who was selling poppies was physically attacked by pro Palestine supporters.The attack only stopped when railway workers defended him. The UK has imported a serious problem that is ruining the nation,https://pbs.twimg.com/card_img/1721656094768963585/CYeOzJ8X?format=jpg&name=small,False,27,85,164,2.2K
Post&amp;Comment,Pro Palestine,https://twitter.com/zhang_heqing/status/1719915449612452098,Zhang Heqing,https://twitter.com/zhang_heqing,2023-11-02T03:12:52.000Z,"China rebuts Israeli envoy at UNPodcast: Talk It Out with Li Jingjing @Jingjing_Li #israel #palestine  In this video, you will see why China vetoed a draft resolution backed by Israel and the US at the UN; the Palestinian envoy's emotional speech at the UN; Mass pro-Palestine…",,False,8,29,58,4K
Post&amp;Comment,Pro Palestine,https://twitter.com/OhBrokenBritain/status/1721657058259333428,Rodka,https://twitter.com/OhBrokenBritain,2023-11-06T22:33:24.000Z,"Where’s the Army? It’s a crisis now! Poppy seller veteran, 78, is 'punched by pro-Palestine protesters' https://mol.im/a/12717653 via @MailOnline",https://pbs.twimg.com/card_img/1721656094768963585/CYeOzJ8X?format=jpg&name=small,False,37,151,215,3.8K
Post&amp;Comment,Pro Palestine,https://twitter.com/ewansomerville/status/1721664273842069534,Ewan Somerville,https://twitter.com/ewansomerville,2023-11-06T23:02:04.000Z,EXC: A former Hamas chief is behind one of the groups organising the pro-Palestine Armistice Day protests.Half of the groups organising the march - who are still defying calls from the Metropolitan Police to call it off - have links to the terror group.,https://pbs.twimg.com/card_img/1721657253432840192/nvVBfQz-?format=jpg&name=small,False,3,25,37,5.1K
Post&amp;Comment,Pro Palestine,https://twitter.com/TerryGlavin/status/1720929762129133970,Terry Glavin 格立文Samira Mohyeddin سمیرا,https://twitter.com/TerryGlavin,2023-11-04T22:23:23.000Z,"Not unprecedented. I recall 80,000 for ""anti-war"" rallies organized by a Khomeinist-aligned coalition whose leaders pretended to be ""pro-Palestine"" then, and they still do.",,False,17,50,163,22K
Post&amp;Comment,Pro Palestine,https://twitter.com/ChaplinLorra/status/1721819770725523743,woman,https://twitter.com/ChaplinLorra,2023-11-07T09:19:57.000Z,"I look fwd to UK popn knowing Telegraph details. To say Suella Proven Correct An Understatement!!Hello,hello all other MSM this morning, this is the only news right now?Former Hamas chief(living in council house)behind pro-Palestine Armistice Day protests’",https://pbs.twimg.com/card_img/1721657253432840192/nvVBfQz-?format=jpg&name=small,False,3,13,19,665
Post&amp;Comment,Pro Palestine,https://twitter.com/zhang_heqing/status/1719915449612452098,Zhang HeqingReload,https://twitter.com/zhang_heqing,2023-11-02T03:12:52.000Z,"China rebuts Israeli envoy at UNPodcast: Talk It Out with Li Jingjing @Jingjing_Li #israel #palestine  In this video, you will see why China vetoed a draft resolution backed by Israel and the US at the UN; the Palestinian envoy's emotional speech at the UN; Mass pro-Palestine…",,False,8,29,58,4K
Post&amp;Comment,Pro Palestine,https://twitter.com/TerryGlavin/status/1720929762129133970,Terry Glavin 格立文Samira Mohyeddin سمیراReload,https://twitter.com/TerryGlavin,2023-11-04T22:23:23.000Z,"Not unprecedented. I recall 80,000 for ""anti-war"" rallies organized by a Khomeinist-aligned coalition whose leaders pretended to be ""pro-Palestine"" then, and they still do.",,False,17,50,163,22K
Post&amp;Comment,Pro Palestine,https://twitter.com/LikudUK/status/1721669523240100187,#BringThemHome #KidnappedFromIsrael #222LetThemGo,https://twitter.com/LikudUK,2023-11-06T23:22:56.000Z,Former #Hamas chief ‘behind the Palestine Solidarity Campaigns' -#PSC pro-Palestine #ArmisticeDay protests’ Proof that the marches have never been about Israel or the Palestinians - They are all about hating  #Jews#ArmisticeWeekend @LBC @TalkTV @GBNEWS,https://pbs.twimg.com/card_img/1721657253432840192/nvVBfQz-?format=jpg&name=small,False,2,13,11,684
Post&amp;Comment,Pro Palestine,https://twitter.com/YousefAlhelou/status/1721167315624984714,Yousef Alhelou,https://twitter.com/YousefAlhelou,2023-11-05T14:07:20.000Z,Let’s make him famous..A man attacks pro-Palestine demonstrators inside Charing Cross station in London. #Gaza #Palestine #London #LondinTube #TFL @BTP #BritishTransportPolice @SadiqKhan @MayorofLondon,,False,95,426,545,32K
Post&amp;Comment,Pro Palestine,https://twitter.com/Never_Again2020/status/1721909002370683097,Never Again,https://twitter.com/Never_Again2020,2023-11-07T15:14:32.000Z,"A 78-year-old poppy seller in Edinburgh was attacked by a pro-Palestine mob. The extremists behind these marches aren't just anti-Israel, they're also anti the values that define Britain. Wake up people, what starts with Jews never ends with Jews.",https://pbs.twimg.com/card_img/1721848377204248576/ouzAsOgR?format=jpg&name=small,False,7,52,109,1.9K
Post&amp;Comment,Pro Palestine,https://twitter.com/SkyNews/status/1721098334813700375,Sky News,https://twitter.com/SkyNews,2023-11-05T09:33:14.000Z,"""Does anything that Suella Braverman says ever help anybody?"" asks @dorotheabyrneShe says that Suella Braverman's comments about pro-Palestine marches 'adds to the divisions in our society when it is her job to bring us together.'#TrevorPhillips https://trib.al/wkmumC6",,False,179,88,270,62K
Post&amp;Comment,Pro Palestine,https://twitter.com/Dahshur11/status/1720542220778897516,Dave,https://twitter.com/Dahshur11,2023-11-03T20:43:26.000Z,"At last, the Establishment grows some balls:Two women charged with #terroroffences over paraglider pictures at pro-Palestine rallyThe incident occurred after Hamas used paragliders to cross the border into Israel and slaughter 1,400 civilians",https://pbs.twimg.com/card_img/1720523489113686016/jeFkqeGN?format=jpg&name=small,False,4,13,39,1.2K
Post&amp;Comment,Pro Palestine,https://twitter.com/brexitblog_info/status/1720886654871666839,Voice of ReasonPetronella Wyatt,https://twitter.com/brexitblog_info,2023-11-04T19:32:05.000Z,"“Pro-Palestine” marchers are a mixture of Britain hating anti-semites & Hamas’s useful idiots.We want to see riot police, horses, tear gas and water cannons used on these troublemakers.  We want the police to do some policing.  These “protests” are an aberration.",,False,1,25,76,1.6K
Post&amp;Comment,Pro Palestine,https://twitter.com/PoliticsPollss/status/1720451213374759324,Politics Polls,https://twitter.com/PoliticsPollss,2023-11-03T14:41:48.000Z,Do you think it would be disrespectful if pro-Palestine marches were to be held in London on Armistice Day? #Poll,,False,61,180,71,10K
Post&amp;Comment,Pro Palestine,https://twitter.com/MrChairmanGB/status/1720072782560862492,C,https://twitter.com/MrChairmanGB,2023-11-02T13:38:03.000Z,"""Pro-Palestine mob organises coaches for 'million-strong' Remembrance Day march"" Bring it...the veterans will be waiting for you #RemembranceSunday",https://pbs.twimg.com/card_img/1720021156059648000/z7umVmBV?format=jpg&name=small,False,9,13,52,1.9K
Post&amp;Comment,Pro Palestine,https://twitter.com/furbabygirl/status/1721133141589451252,wilma ,https://twitter.com/furbabygirl,2023-11-05T11:51:32.000Z,Fury grows over ugly pro-Palestine protests in LondonWhat chance is there of “peace” marches on Armistice Day”?Sadiq Khan must put a stop to these hate marches NOW before someone gets killed.,https://pbs.twimg.com/card_img/1721094080560599040/sQD68jyB?format=jpg&name=small,False,1,10,46,486
Post&amp;Comment,Pro Palestine,https://twitter.com/alastairdick/status/1721584085284339984,A K D#StandUp4Brexit(Watching Brief),https://twitter.com/alastairdick,2023-11-06T17:43:26.000Z,Pro-Palestine mob hits out at Braverman – vows to unleash Remembrance Day chaos,https://pbs.twimg.com/card_img/1721582308484841472/taFc2sxX?format=jpg&name=small,False,49,99,93,6.2K
Post&amp;Comment,Pro Palestine,https://twitter.com/PatWilliams1944/status/1721865473061470461,Pat Williams ,https://twitter.com/PatWilliams1944,2023-11-07T12:21:34.000Z,"They aren’t far-right.They are concerned citizens sick of streets been taken over by ranting, hateful, bigoted, racist, Jew-hating, terrorist scum.Sorted it for you.Fears that far-Right hooligans will clash with pro-Palestine march https://mol.im/a/12720035 via @MailOnline",https://pbs.twimg.com/card_img/1721849289968615424/-7E413qc?format=jpg&name=small,False,4,71,331,3.9K
Post&amp;Comment,Pro Palestine,https://twitter.com/PalHighlight/status/1720175637661393135,Palestine Highlights,https://twitter.com/PalHighlight,2023-11-02T20:26:45.000Z,"Pro-Palestine protesters yelled ""Blood on your hands"" as UK Prime Minister Rishi Sunak met with US Vice President Kamala Harris in London.#GazaGenocide",,False,13,294,494,17K
Post&amp;Comment,Pro Palestine,https://twitter.com/TomSyvret/status/1721936199995011505,The ‘Few’,https://twitter.com/TomSyvret,2023-11-07T17:02:36.000Z,And the police and home office are happy?Former Hamas chief behind Armistice Day pro-Palestine protest group,https://pbs.twimg.com/card_img/1721886842960990208/glOrZf4M?format=jpg&name=small,False,16,32,63,1.1K
Post&amp;Comment,Pro Palestine,https://twitter.com/mbga_uk/status/1721508217123963081,NATHAN,https://twitter.com/mbga_uk,2023-11-06T12:41:57.000Z,British government would back a police-led Ban on the Pro-Palestine demonstration planned over Remembrance Day weekend.It should be banned & stopped.They should all sod off to Gaza.Remembrance day is for all veterans who served & defended our country.,https://pbs.twimg.com/card_img/1721499940545761281/0bXT_BR_?format=jpg&name=small,False,7,42,98,1.4K
Post&amp;Comment,Pro Palestine,https://twitter.com/medeabenjamin/status/1721196643100340389,Medea Benjamin,https://twitter.com/medeabenjamin,2023-11-05T16:03:52.000Z,"‘No ceasefire, no votes’ said #CAIR director @NihadAwad to massive pro-Palestine crowd in DC, listing swing states in upcoming elections—Michigan, Arizona, Georgia, Nevada,  Wisconsin, PA—that would be affected by Biden's green light for Israel in Gaza.",https://pbs.twimg.com/card_img/1720803159935799297/pgeM4x9O?format=jpg&name=small,False,20,90,197,4.8K
Post&amp;Comment,Pro Palestine,https://twitter.com/BTSxCanada/status/1721516735159791712,BTS CANADA PROJECTS⁷,https://twitter.com/BTSxCanada,2023-11-06T13:15:48.000Z,"Buy Golden by Jungkook of @BTS_twt from official Canadian retailersNOTICE:Indigo supported Israel, removing books with the map of Palestine, and funding the IOF. Amazon removed Pro-Palestine merch from its stores.Walmart donated $1mil to Israel.See below for alternatives",,False,8,219,287,31K
Post&amp;Comment,Pro Palestine,https://twitter.com/Taj_Ali1/status/1721956039187169327,Taj Ali,https://twitter.com/Taj_Ali1,2023-11-07T18:21:26.000Z,"No grounds to ban pro-Palestine march in London on Armistice Day, Met believes.Legal threshold, which requires intelligence pointing to risk of serious disruption, has not been met.",https://pbs.twimg.com/card_img/1721953710031462401/4aBxU4xK?format=jpg&name=small,False,17,194,441,12K
Post&amp;Comment,Pro Palestine,https://twitter.com/NileGardiner/status/1720169482206028269,Nile GardinerGB News,https://twitter.com/NileGardiner,2023-11-02T20:02:18.000Z,"100 percent right. These pro-Palestine/pro Hamas demonstrators should be nowhere near Britain’s sacred war memorials and monuments. Not only do the protesters hate Israel, they hate Britain too and everything this great nation stands for.",,False,75,157,778,18K
Post&amp;Comment,Pro Palestine,https://twitter.com/lazebnic/status/1721963233689366949,Des Freedman,https://twitter.com/lazebnic,2023-11-07T18:50:02.000Z,"From yesterday's ""we ask you to reconsider"" to today's decision that there are no grounds on which to ban the march, @metpoliceuk has been forced to listen to the millions who want #CeasefireNOW & not the few who want the killing to continue #WeWillMarch",https://pbs.twimg.com/card_img/1721954193832067075/6B54uhr7?format=jpg&name=small,False,2,17,61,2.2K
Post&amp;Comment,Pro Palestine,https://twitter.com/thewittyjack/status/1721239238891520336,Kannan A.Naftali Bennett בנט,https://twitter.com/thewittyjack,2023-11-05T18:53:08.000Z,"there are FIFTEEN times more pro-Palestine content on TikTok than there is pro-terrorist occupier content.so, yes, your tweet matters, your post matters, your voice matters, don't cower, use whatever means you have at your disposal. SPEAK UP.",,False,,29,73,8K
Post&amp;Comment,Pro Palestine,https://twitter.com/PalHighlight/status/1720175637661393135,Palestine HighlightsReload,https://twitter.com/PalHighlight,2023-11-02T20:26:45.000Z,"Pro-Palestine protesters yelled ""Blood on your hands"" as UK Prime Minister Rishi Sunak met with US Vice President Kamala Harris in London.#GazaGenocide",,False,13,294,494,17K
Post&amp;Comment,Pro Palestine,https://twitter.com/cholatera/status/1721197548197597308,Chris E,https://twitter.com/cholatera,2023-11-05T16:07:28.000Z,Gary Lineker once again interfering in politics.The government need to hold the BBC to account.The BBC deciding what their presenters can say or how they can interfere in politics is not good enough. The BBC has a legal duty to be neutral rt@davidjobrexit,https://pbs.twimg.com/card_img/1720609701409271808/5qASLdjV?format=jpg&name=small,False,7,26,47,850
Post&amp;Comment,Pro Palestine,https://twitter.com/PetronellaWyatt/status/1721971426645647437,Petronella Wyatt,https://twitter.com/PetronellaWyatt,2023-11-07T19:22:35.000Z,"If we cannot protect British Jews from this horror, we have failed as a country. Protesters behind ‘F--- the Jews’ pro-Palestinian convoy plan Armistice Day action",https://pbs.twimg.com/card_img/1721932425855373312/McDetniO?format=jpg&name=small,False,3,9,29,794
Post&amp;Comment,Pro Palestine,https://twitter.com/swilkinsonbc/status/1721981876896682117,Sarah Wilkinson,https://twitter.com/swilkinsonbc,2023-11-07T20:04:06.000Z,"London pro-Palestine mass march will take place, despite police calls for postponement & inflammatory comments by the Home Secretary",https://pbs.twimg.com/card_img/1721932922373193728/TK1IK8U8?format=jpg&name=small,False,24,181,322,6.6K
Post&amp;Comment,Pro Palestine,https://twitter.com/PoliticsPollss/status/1721155192098263459,Politics Polls,https://twitter.com/PoliticsPollss,2023-11-05T13:19:09.000Z,Four police officers were injured after pro-Palestinian protesters in London set off fireworks into crowds. Should the Government ban pro-Palestine protests? #Poll,,False,90,245,72,12K
Post&amp;Comment,Pro Palestine,https://twitter.com/NileGardiner/status/1720169482206028269,Nile GardinerGB NewsReload,https://twitter.com/NileGardiner,2023-11-02T20:02:18.000Z,"100 percent right. These pro-Palestine/pro Hamas demonstrators should be nowhere near Britain’s sacred war memorials and monuments. Not only do the protesters hate Israel, they hate Britain too and everything this great nation stands for.",,False,75,157,778,18K
Post&amp;Comment,Pro Palestine,https://twitter.com/ArgyleBecky/status/1721225822952997316,Becky Argyle,https://twitter.com/ArgyleBecky,2023-11-05T17:59:49.000Z,"Met cops sack POLICE adviser Attiq Malik over his anti-semitic views"" after the TV lawyer filmed leading ‘from the river to the sea’ chant at Pro-Palestine protest.",https://pbs.twimg.com/card_img/1721199511983292416/FKIfvyWf?format=jpg&name=small,False,8,70,312,5K
Post&amp;Comment,Pro Palestine,https://twitter.com/bepropalestine/status/1721950275307544843,Naz /be.pro.Palestineמסתכלים לכיבוש בעיניים,https://twitter.com/bepropalestine,2023-11-07T17:58:32.000Z,"Yes we know its a propaganda stunt to get some favourable public image... highly doubt it will.. ""putting flowers"" on the graves of those they killed... ??? Idf is known and has been exposed as the most demented army in this world",,False,6,12,28,1.2K
Post&amp;Comment,Pro Palestine,https://twitter.com/CurtisHebert/status/1721736176732664199,Curtis Hebert,https://twitter.com/CurtisHebert,2023-11-07T03:47:47.000Z,The Biden Regime calls out America for Islamophobia while an elderly Jewish is killed by a Pro Hamas supporter.Jewish man dies counter-protesting pro-Palestine rally in California,https://pbs.twimg.com/card_img/1721705099544625152/N9ZJ8kCV?format=jpg&name=small,False,22,226,227,7.6K
Post&amp;Comment,Pro Palestine,https://twitter.com/bepropalestine/status/1721950275307544843,Naz /be.pro.Palestineמסתכלים לכיבוש בעינייםReload,https://twitter.com/bepropalestine,2023-11-07T17:58:32.000Z,"Yes we know its a propaganda stunt to get some favourable public image... highly doubt it will.. ""putting flowers"" on the graves of those they killed... ??? Idf is known and has been exposed as the most demented army in this world",,False,6,12,28,1.2K
